문화시설명,전시회,박물관,음악 및 무용 발표회,전통 예술 공연,연극 공연,영화 관람,대중 공연,운동 경기,가장 큰 카테고리,값,카테고리,빈도 수
경희대학교 중앙박물관,0.58826923,0.63503826,0.842898,0.8642825,0.88497114,0.8958616,0.879925,0.78889763,영화 관람,0.8958616,,
경동시장 청년몰,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
동대문운동장기념관,0.61533445,0.6649704,0.8558762,0.8692271,0.892444,0.90550005,0.88736665,0.8031102,영화 관람,0.90550005,,
경희대학교한의학역사박물관,0.09045909,0.079318255,0.022193473,0.003300597,-0.007832246,0.004184163,-0.0012058858,0.06795501,전시회,0.09045909,,
동대문구정보화도서관,0.61046535,0.66270685,0.85355353,0.8779594,0.8965409,0.91279227,0.8964594,0.80463755,영화 관람,0.91279227,,
용두어울림작은도서관,0.60870236,0.6592123,0.85227966,0.8748105,0.8928802,0.90689015,0.8927829,0.80478877,영화 관람,0.90689015,,
동대문구답십리도서관,0.6162001,0.66154957,0.85869455,0.8833233,0.9006423,0.9128201,0.9008245,0.80921346,영화 관람,0.9128201,,
휘경행복도서관,0.61483306,0.6572958,0.8554518,0.87724197,0.8938188,0.91225576,0.8949593,0.804353,영화 관람,0.91225576,,
서울시립대학교 음악관,0.59144694,0.5768664,0.72822237,0.7442118,0.7444091,0.7301281,0.7455022,0.6659013,대중 공연,0.7455022,,
이문어린이도서관,0.6125735,0.6598714,0.85217214,0.87781054,0.8965883,0.9143962,0.8969064,0.80527735,영화 관람,0.9143962,,
용두어린이영어도서관,0.6096269,0.6507156,0.8519424,0.8771006,0.89620644,0.91119266,0.89659387,0.80519295,영화 관람,0.91119266,,
장안어린이도서관,0.6131054,0.6589222,0.8536374,0.87777525,0.89544046,0.91179574,0.89635295,0.80609334,영화 관람,0.91179574,,
카페프로젝트이응,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
제기동감초마을현진건기념도서관,0.6103065,0.6526465,0.8525757,0.8777234,0.89673436,0.9105794,0.8973826,0.8064234,영화 관람,0.9105794,,
선농단역사문화관,0.61999893,0.6494618,0.85352886,0.8753859,0.8915863,0.8949491,0.8909232,0.7938372,영화 관람,0.8949491,,
서울시립대학교 박물관,0.6117787,0.59090346,0.748088,0.7649556,0.76518106,0.75735724,0.76809776,0.6926013,대중 공연,0.76809776,,
동작구청,0.5167824,0.5354587,0.66546214,0.6647025,0.666013,0.69596803,0.67059237,0.6124128,영화 관람,0.69596803,,
동작도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
사당문화회관,0.6142305,0.65169924,0.8586999,0.8773494,0.8932439,0.90309864,0.89110327,0.80872446,영화 관람,0.90309864,,
동작구 문화관광,0.5031122,0.51477283,0.63529694,0.63393205,0.63114774,0.6642892,0.6351209,0.58762753,영화 관람,0.6642892,,
대방어린이도서관,0.5200014,0.52503145,0.65166557,0.65279377,0.6531776,0.68809617,0.6582112,0.61243886,영화 관람,0.68809617,,
국사봉숲속작은도서관,0.51086736,0.5315251,0.66847336,0.6681375,0.67423654,0.7071767,0.6751873,0.6232916,영화 관람,0.7071767,,
사당솔밭도서관,0.53246677,0.53994906,0.70185083,0.7025838,0.70776093,0.73664176,0.7100957,0.6503347,영화 관람,0.73664176,,
약수도서관,0.51302534,0.5215814,0.65099484,0.6527138,0.65516615,0.6858829,0.6602627,0.6035538,영화 관람,0.6858829,,
동작샘터도서관,0.49715233,0.50654125,0.6191891,0.6218684,0.6214329,0.64912856,0.62415886,0.5796511,영화 관람,0.64912856,,
김영삼도서관,0.5163791,0.52935404,0.66019857,0.6587013,0.6577607,0.68732786,0.6594608,0.60749555,영화 관람,0.68732786,,
동작어린이도서관,0.50660366,0.52186996,0.6567316,0.65118515,0.6558372,0.6911286,0.6615001,0.60520357,영화 관람,0.6911286,,
다울작은도서관,0.5181176,0.527295,0.6574811,0.65574956,0.6563288,0.6864916,0.6593245,0.61095226,영화 관람,0.6864916,,
까망돌도서관,0.5153293,0.53878105,0.67747134,0.6822847,0.6854988,0.71411276,0.6906762,0.6346833,영화 관람,0.71411276,,
흑석체육센터,0.61433613,0.6511881,0.85864854,0.87747276,0.89313954,0.9026215,0.89106405,0.8091142,영화 관람,0.9026215,,
숭실대학교 한경직기념관,0.5822296,0.6327077,0.8173486,0.8342116,0.85135615,0.862285,0.85025156,0.76505554,영화 관람,0.862285,,
소태산홀,0.6060483,0.64594376,0.85307974,0.8791115,0.90195143,0.9081244,0.9004841,0.8041753,영화 관람,0.9081244,,
숭실대학교 한국기독교박물관,0.62041664,0.6702584,0.8569122,0.88502765,0.89939266,0.91363955,0.8977191,0.8051567,영화 관람,0.91363955,,
CTS 아트홀,0.6203537,0.66156054,0.8049364,0.80278873,0.8179295,0.8235276,0.81321895,0.7485226,영화 관람,0.8235276,,
총신대학교 백남조 기념홀,0.62276256,0.6517405,0.81128347,0.8201231,0.8204231,0.8300854,0.8334838,0.78834796,대중 공연,0.8334838,,
신대방누리도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
표현하다 스튜디오,0.61700296,0.6487706,0.82701766,0.86143917,0.8768885,0.8803986,0.8764286,0.8089578,영화 관람,0.8803986,,
상도어울마당 아트홀,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
스페이스살림 ,0.51470673,0.5378233,0.7032874,0.7143335,0.7440753,0.776922,0.74330825,0.6768702,영화 관람,0.776922,,
마포아트센터,0.6353534,0.67414445,0.86508137,0.8872247,0.8954459,0.89920175,0.89569426,0.80594015,영화 관람,0.89920175,,
포스트극장,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
연세대학교 김대중도서관,0.59602153,0.63840234,0.84264123,0.86262983,0.8853468,0.90688974,0.8818892,0.78920233,영화 관람,0.90688974,,
망원한강공원,0.6074195,0.65335584,0.8564787,0.87969154,0.895921,0.90186554,0.8957168,0.8073464,영화 관람,0.90186554,,
홍대 롤링홀,0.60615635,0.63736606,0.7935965,0.82592434,0.84924126,0.86620814,0.8517492,0.78443515,영화 관람,0.86620814,,
서울시립 난지미술창작스튜디오,0.61247784,0.65747684,0.85591614,0.8732151,0.8940766,0.90735984,0.89201564,0.8035873,영화 관람,0.90735984,,
서교예술실험센터,0.6477227,0.7543285,0.8143746,0.8258719,0.81707525,0.84262806,0.8253139,0.7959594,영화 관람,0.84262806,,
서울특별시여성능력개발원,0.6083479,0.6490865,0.8176303,0.83856773,0.8405975,0.84530663,0.8476073,0.7829524,대중 공연,0.8476073,,
KT&G 상상마당 갤러리,0.5448414,0.5927403,0.72655654,0.71265984,0.72842324,0.73539335,0.7249435,0.6943586,영화 관람,0.73539335,,
서울함 공원,0.5798061,0.6173346,0.83069974,0.8486875,0.8741309,0.8804199,0.8707238,0.77650595,영화 관람,0.8804199,,
이건하우스,0.61808753,0.65201694,0.8601383,0.881744,0.89530325,0.90221334,0.89643764,0.8065192,영화 관람,0.90221334,,
한국천주교순교자박물관,0.46103522,0.4636115,0.6135781,0.6198866,0.64144033,0.6277684,0.6384396,0.59922874,연극 공연,0.64144033,,
디지털 파빌리온,0.60048765,0.6463126,0.849397,0.871631,0.8934638,0.9106243,0.8920233,0.8009491,영화 관람,0.9106243,,
구립마포청소년문화의집,0.5361259,0.5659343,0.7425517,0.74987775,0.77678734,0.7998076,0.7794697,0.6990275,영화 관람,0.7998076,,
마포문화원,0.60805726,0.6328682,0.84633845,0.86625075,0.8843052,0.88658416,0.8804054,0.7905053,영화 관람,0.88658416,,
마포구립서강도서관,0.6105335,0.6548009,0.852163,0.87751234,0.8943105,0.9088986,0.8950139,0.8063243,영화 관람,0.9088986,,
서울월드컵경기장,0.61673814,0.6607194,0.8571747,0.8788166,0.8961151,0.9006185,0.8958322,0.8054639,영화 관람,0.9006185,,
한국영화박물관,0.6237322,0.6523028,0.81113315,0.8263657,0.82597774,0.83428293,0.83532244,0.7798823,대중 공연,0.83532244,,
tbs(서울특별시미디어재단),0.6090031,0.6483041,0.85333145,0.87793845,0.8964723,0.90471345,0.8975972,0.80450094,영화 관람,0.90471345,,
경의선 책거리,0.51470673,0.5378233,0.7032874,0.7143335,0.7440753,0.776922,0.74330825,0.6768702,영화 관람,0.776922,,
이한열기념관,0.6250276,0.6507013,0.8635764,0.88566524,0.90158683,0.9077161,0.8989218,0.80517936,영화 관람,0.9077161,,
서울에너지드림센터,0.60936314,0.6481724,0.8526935,0.8755291,0.8938643,0.90546453,0.8925769,0.8012706,영화 관람,0.90546453,,
마포중앙도서관 갤러리,0.6144518,0.66339463,0.8557599,0.8780197,0.8956781,0.9120632,0.8957081,0.80589306,영화 관람,0.9120632,,
에스제이비보이즈,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
난지한강공원,0.6079527,0.6535234,0.8566817,0.8801904,0.8968812,0.9028971,0.89662004,0.8073184,영화 관람,0.9028971,,
서울생활문화센터 서교,0.5107229,0.5451553,0.6776852,0.6764946,0.6829692,0.7024846,0.68648434,0.63847953,영화 관람,0.7024846,,
마포평생학습관 마포리움,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
공간 630,0.64484715,0.68831474,0.87032664,0.8841889,0.903363,0.9213953,0.9020038,0.82397205,영화 관람,0.9213953,,
전쟁과여성인권박물관,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
미디어 아트 갤러리 언더독뮤지엄,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
마포여성동행센터,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
프로타주 갤러리,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
베짱이홀,0.6156515,0.64958316,0.8554996,0.877304,0.89858943,0.9071498,0.8966966,0.7969702,영화 관람,0.9071498,,
홍익대학교 박물관,0.6276175,0.66417706,0.8578489,0.8693638,0.8793374,0.875427,0.87632555,0.7990345,연극 공연,0.8793374,,
서울디자인창업센터,0.60140824,0.6472022,0.8466487,0.87189287,0.889784,0.9063646,0.888727,0.79711163,영화 관람,0.9063646,,
복합문화공간 홍대스페이스M ,0.6079178,0.6454106,0.8537785,0.8773934,0.8970052,0.90793055,0.89608884,0.8026293,영화 관람,0.90793055,,
마포중앙도서관,0.6119831,0.66389364,0.8549961,0.87823665,0.8962469,0.9117689,0.896289,0.8049865,영화 관람,0.9117689,,
소담상회 with 아이디어스 크래프트랩,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
문화비축기지,0.6040209,0.6598319,0.8509774,0.8817686,0.89788544,0.9056999,0.89553964,0.80144304,영화 관람,0.9056999,,
서울마포음악창작소,0.5810876,0.6204967,0.8295835,0.8465622,0.87096095,0.87873614,0.866432,0.77378166,영화 관람,0.87873614,,
월드컵공원,0.5977608,0.65339684,0.84457564,0.8660202,0.88481444,0.89336044,0.8839229,0.7917424,영화 관람,0.89336044,,
서대문도서관,0.6095834,0.6577368,0.852203,0.87723255,0.89483976,0.9093962,0.8961697,0.80247283,영화 관람,0.9093962,,
서대문문화체육회관,0.53248525,0.5573721,0.7329136,0.7338885,0.7592856,0.78528565,0.75845265,0.6903732,영화 관람,0.78528565,,
서대문자연사박물관,0.62630844,0.6685796,0.86358404,0.8829229,0.8975989,0.9061217,0.89576864,0.8038496,영화 관람,0.9061217,,
서울무용센터,0.6135928,0.64101875,0.83796275,0.84206444,0.8688437,0.87552357,0.8622624,0.8031462,영화 관람,0.87552357,,
아트하우스 모모,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
이화여자대학교 박물관,0.6068961,0.6492446,0.8456959,0.8679662,0.8895367,0.8993129,0.888281,0.7957139,영화 관람,0.8993129,,
연희문학창작촌,0.6180384,0.6551508,0.8568037,0.8822024,0.8986855,0.9063318,0.8971635,0.80308235,영화 관람,0.9063318,,
이화여자대학교 자연사박물관,0.6170672,0.6579481,0.85528576,0.87593883,0.8959992,0.904389,0.8930721,0.80056036,영화 관람,0.904389,,
금호아트홀 연세,0.6380377,0.6615423,0.86793077,0.89157563,0.905637,0.90531206,0.9046398,0.8090576,연극 공연,0.905637,,
연세대학교신촌캠퍼스박물관,0.62668717,0.6520944,0.85440874,0.87796783,0.8968856,0.9047387,0.89207524,0.7999923,영화 관람,0.9047387,,
서대문형무소역사관,0.60945594,0.64597404,0.8546668,0.87892455,0.8958896,0.90608245,0.8953695,0.8023083,영화 관람,0.90608245,,
스페이스애프터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
갤러리 히든플레이스,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
연희예술극장,0.5697142,0.59797597,0.76116705,0.7655326,0.7773545,0.8189077,0.7865995,0.73350835,영화 관람,0.8189077,,
고촌이종근기념관,0.5689438,0.57672876,0.70271885,0.7257066,0.7269752,0.7446226,0.7351631,0.67381287,영화 관람,0.7446226,,
신촌문화발전소,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
신촌문화발전소,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
우석뮤지엄,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
이화여자대학교 대강당,0.62421346,0.64449155,0.85177314,0.87278414,0.8817886,0.88189423,0.880789,0.7985981,영화 관람,0.88189423,,
극장PLOT,0.5042865,0.4956357,0.6470572,0.65207815,0.6692138,0.6771469,0.67180383,0.6004994,영화 관람,0.6771469,,
이진아기념도서관,0.609028,0.6603964,0.85241306,0.8737186,0.8930574,0.9087043,0.89334786,0.80326307,영화 관람,0.9087043,,
청년예술청 SAPY,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
ANDNEW GALLERY(앤드뉴 갤러리),0.60784763,0.65436035,0.83396614,0.84308755,0.87296987,0.88515985,0.87116754,0.7973188,영화 관람,0.88515985,,
플레이스막3,0.586504,0.6395636,0.8378649,0.8659175,0.8902068,0.90520084,0.88799345,0.79179645,영화 관람,0.90520084,,
연세대학교,0.6163683,0.652717,0.85797936,0.8794413,0.89319617,0.90515286,0.89264226,0.8047818,영화 관람,0.90515286,,
라프,0.6512421,0.660768,0.85109127,0.8537504,0.8626827,0.87361443,0.86425954,0.7923105,영화 관람,0.87361443,,
반포심산아트홀,0.6217772,0.65852886,0.8632616,0.8821217,0.89804363,0.90834755,0.89627504,0.80652964,영화 관람,0.90834755,,
한국분재박물관,0.60963464,0.644115,0.85467815,0.8795201,0.89842725,0.9074784,0.89581144,0.8046032,영화 관람,0.9074784,,
예술의전당 서울서예박물관,0.6126444,0.64173484,0.85667694,0.87887836,0.8998318,0.9064142,0.898096,0.8006426,영화 관람,0.9064142,,
서초구민체육센터,0.6066405,0.64133155,0.8510683,0.87171924,0.88979954,0.89944077,0.8866348,0.8057737,영화 관람,0.89944077,,
서초문화예술회관 (구 서초구민회관),0.63237536,0.6604669,0.8336934,0.85030264,0.8553929,0.86407614,0.8629546,0.80381554,영화 관람,0.86407614,,
내곡느티나무쉼터,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
유리지공예관,0.608922,0.66663706,0.83247614,0.84498435,0.8660089,0.8715487,0.8591722,0.78008354,영화 관람,0.8715487,,
서초구립반포도서관,0.60692674,0.68390745,0.82160884,0.8366138,0.8564027,0.87918913,0.8559839,0.7898414,영화 관람,0.87918913,,
서초여성가족플라자,0.6078569,0.650174,0.85434353,0.8782766,0.894368,0.90359086,0.89476305,0.8050833,영화 관람,0.90359086,,
한전아트센터,0.020802233,0.032026727,-0.029616166,-0.0485491,-0.07537477,-0.06705127,-0.06871442,-0.016348023,박물관,0.032026727,,
세빛섬,0.6141257,0.64503336,0.85470104,0.87955517,0.8946691,0.90334684,0.89396065,0.80204093,영화 관람,0.90334684,,
서초구립내곡도서관,0.60692674,0.68390745,0.82160884,0.8366138,0.8564027,0.87918913,0.8559839,0.7898414,영화 관람,0.87918913,,
서초문화원,0.61342275,0.652667,0.85206413,0.87218297,0.89114606,0.9011868,0.8898809,0.79836416,영화 관람,0.9011868,,
전기박물관,0.61422014,0.6698216,0.85553145,0.8797319,0.89536154,0.9137652,0.8960329,0.8053665,영화 관람,0.9137652,,
영산양재홀,0.61398274,0.65586454,0.855423,0.87652564,0.8972876,0.9093633,0.89499575,0.80217683,영화 관람,0.9093633,,
예술의 전당,0.6126444,0.64173484,0.85667694,0.87887836,0.8998318,0.9064142,0.898096,0.8006426,영화 관람,0.9064142,,
모차르트홀,0.62470734,0.652153,0.858975,0.8857343,0.9069564,0.9090026,0.90573657,0.8060045,영화 관람,0.9090026,,
국립국악원,0.62057954,0.6465085,0.85842276,0.8760569,0.8935753,0.8981118,0.891682,0.7983975,영화 관람,0.8981118,,
국립중앙도서관 실감서재,0.6092605,0.65630853,0.8576194,0.8800475,0.89952683,0.9154187,0.89917994,0.8082428,영화 관람,0.9154187,,
브랜뉴디지털아트갤러리,0.535745,0.5765877,0.741846,0.7456554,0.76943684,0.79902947,0.768135,0.69283414,영화 관람,0.79902947,,
음악플러스 아트홀,0.50135815,0.54236525,0.6644076,0.66241807,0.69502795,0.70106775,0.68078136,0.66542816,영화 관람,0.70106775,,
스페이스 이수 ,0.6064044,0.6418246,0.85141104,0.8779857,0.89712226,0.9060657,0.89383996,0.8006438,영화 관람,0.9060657,,
클라라 아트홀,0.51513934,0.54201496,0.67892563,0.6750434,0.682022,0.7005097,0.68664515,0.6374632,영화 관람,0.7005097,,
서초구립양재도서관,0.60692674,0.68390745,0.82160884,0.8366138,0.8564027,0.87918913,0.8559839,0.7898414,영화 관람,0.87918913,,
서초구립잠원도서관,0.60692674,0.68390745,0.82160884,0.8366138,0.8564027,0.87918913,0.8559839,0.7898414,영화 관람,0.87918913,,
정효아트홀,0.57595736,0.6098126,0.82868546,0.84779376,0.8728365,0.88014996,0.86704963,0.77504003,영화 관람,0.88014996,,
예빛섬,0.61639297,0.658074,0.8548861,0.8722942,0.8920562,0.90742826,0.8898818,0.7982396,영화 관람,0.90742826,,
IPAC아트홀,0.6115231,0.6575227,0.8550756,0.875602,0.89719826,0.9090567,0.89560306,0.8021404,영화 관람,0.9090567,,
이스라엘문화원,0.54851615,0.5842424,0.7662058,0.77359134,0.797989,0.8195592,0.7982002,0.7257986,영화 관람,0.8195592,,
백석아트홀,0.6430129,0.64508563,0.8328742,0.8449271,0.84510267,0.85795707,0.8531822,0.78753805,영화 관람,0.85795707,,
잠원 한강공원,0.6071894,0.6530998,0.85580814,0.8792065,0.89541924,0.90123415,0.8952307,0.80682826,영화 관람,0.90123415,,
양재 aT센터,0.6098662,0.6266391,0.8261696,0.8421825,0.8542155,0.84804094,0.85030293,0.7794644,연극 공연,0.8542155,,
앤스 갤러리 카페(Ns Cafe),0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
아르코예술기록원,0.6139216,0.64630604,0.85160357,0.8701388,0.88771474,0.8984322,0.8850256,0.79419434,영화 관람,0.8984322,,
브람스앤리스트,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
서리풀 아트홀,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
매헌윤봉길의사기념관,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
로데아트센터,0.5931414,0.6331929,0.84364665,0.8682169,0.89002454,0.8996271,0.8874344,0.7905239,영화 관람,0.8996271,,
칸타빌레 클래식,0.602725,0.6413331,0.82194644,0.84694946,0.8650989,0.87477887,0.8736158,0.8005761,영화 관람,0.87477887,,
예술의전당 한가람미술관,0.6126444,0.64173484,0.85667694,0.87887836,0.8998318,0.9064142,0.898096,0.8006426,영화 관람,0.9064142,,
샤론아트홀,0.6487672,0.6864556,0.8509698,0.8721177,0.8871339,0.9100461,0.8938172,0.8101033,영화 관람,0.9100461,,
국립국악박물관,0.62057954,0.6465085,0.85842276,0.8760569,0.8935753,0.8981118,0.891682,0.7983975,영화 관람,0.8981118,,
서울특별시농업기술센터,0.6220819,0.65318716,0.8618086,0.8798513,0.89029026,0.8976003,0.8890757,0.80539906,영화 관람,0.8976003,,
오소리 아트홀 ,0.6228892,0.6630806,0.8272427,0.8409358,0.8670088,0.8958107,0.8658079,0.79982734,영화 관람,0.8958107,,
반포한강공원,0.60753024,0.65267515,0.85598004,0.87903655,0.8956047,0.90132546,0.8953359,0.8067843,영화 관람,0.90132546,,
심산기념문화센터,0.62176275,0.656646,0.86408234,0.8806973,0.8961433,0.9060916,0.89422226,0.80488956,영화 관람,0.9060916,,
서리풀청년아트센터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
라율아트홀,0.60660547,0.6509602,0.8463502,0.8711626,0.8926468,0.90490305,0.889717,0.79512584,영화 관람,0.90490305,,
부띠크모나코뮤지엄,0.6167152,0.66378284,0.85615945,0.8782209,0.899122,0.9056077,0.89615494,0.79945433,영화 관람,0.9056077,,
반포대로 ,0.5912348,0.6159651,0.77472043,0.7927638,0.80882764,0.81567943,0.81133676,0.7436322,영화 관람,0.81567943,,
백석비전센터,0.5431089,0.59492385,0.7221445,0.72370875,0.74669445,0.7595187,0.7462315,0.6932677,영화 관람,0.7595187,,
서초구청,0.613233,0.6538033,0.85582983,0.87288946,0.8869858,0.89919066,0.88752353,0.803383,영화 관람,0.89919066,,
우란2경,0.63330275,0.65752906,0.82201385,0.83842206,0.84225243,0.8499135,0.84308684,0.76237196,영화 관람,0.8499135,,
성동구립도서관,0.5352541,0.53199065,0.71096176,0.71252525,0.73828554,0.77719814,0.7422776,0.663431,영화 관람,0.77719814,,
코엑스전시장,0.50073504,0.5116617,0.64675593,0.645899,0.6511121,0.6826737,0.6534817,0.60055363,영화 관람,0.6826737,,
디뮤지엄,0.56534034,0.5885024,0.7668399,0.7838838,0.80229,0.8108926,0.8063539,0.7344632,영화 관람,0.8108926,,
성동문화재단,0.5352541,0.53199065,0.71096176,0.71252525,0.73828554,0.77719814,0.7422776,0.663431,영화 관람,0.77719814,,
서울하수도과학관,0.61347556,0.6504261,0.84848964,0.8713831,0.8886784,0.90294087,0.88970566,0.8001684,영화 관람,0.90294087,,
성동구립용답도서관,0.5352541,0.53199065,0.71096176,0.71252525,0.73828554,0.77719814,0.7422776,0.663431,영화 관람,0.77719814,,
장안평 자동차산업 종합정보센터,0.6342309,0.68593526,0.8524088,0.8508772,0.86840105,0.8970672,0.87103665,0.7988051,영화 관람,0.8970672,,
한양대학교 박물관,0.61398876,0.66009265,0.8551633,0.8815203,0.89961636,0.909166,0.8983979,0.8026917,영화 관람,0.909166,,
언더스탠드에비뉴,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
소월아트홀,0.5352541,0.53199065,0.71096176,0.71252525,0.73828554,0.77719814,0.7422776,0.663431,영화 관람,0.77719814,,
청계천박물관 ,0.62159073,0.6546465,0.8525532,0.8753335,0.891047,0.8994024,0.88953555,0.7976788,영화 관람,0.8994024,,
STUDIO301,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
성동청소년문화의집,0.5352541,0.53199065,0.71096176,0.71252525,0.73828554,0.77719814,0.7422776,0.663431,영화 관람,0.77719814,,
서울새활용플라자,0.6219564,0.64989996,0.8586514,0.88314015,0.9002808,0.9077667,0.89931715,0.8036599,영화 관람,0.9077667,,
한양여자대학교미술관,0.6135477,0.65646076,0.85482806,0.87836844,0.8880834,0.89421993,0.8874345,0.8011217,영화 관람,0.89421993,,
서울숲 가족마당,0.62167156,0.65477085,0.8582479,0.8822278,0.8986635,0.91062605,0.8976133,0.8067007,영화 관람,0.91062605,,
성수문화예술마당,0.60575587,0.6522223,0.8563953,0.87288374,0.89025843,0.9036541,0.890676,0.8055527,영화 관람,0.9036541,,
갤러리 허브,0.5352541,0.53199065,0.71096176,0.71252525,0.73828554,0.77719814,0.7422776,0.663431,영화 관람,0.77719814,,
KT&G 상상플래닛,0.6174896,0.6572903,0.8601013,0.8831688,0.8984034,0.90353894,0.89692044,0.8048335,영화 관람,0.90353894,,
한강공원,0.600456,0.6454066,0.8469857,0.8691914,0.8874135,0.8936268,0.88665426,0.799462,영화 관람,0.8936268,,
삼성해맞이공원,0.6138237,0.65632457,0.8586227,0.8747149,0.8884305,0.9002539,0.88768446,0.80864954,영화 관람,0.9002539,,
알비 (ARBY),0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
생활문화센터,0.5352541,0.53199065,0.71096176,0.71252525,0.73828554,0.77719814,0.7422776,0.663431,영화 관람,0.77719814,,
