문화시설명,전시회,박물관,음악 및 무용 발표회,전통 예술 공연,연극 공연,영화 관람,대중 공연,운동 경기,가장 큰 카테고리,값,카테고리,빈도 수
떡박물관,0.6042246,0.6488408,0.8516872,0.87515336,0.89457864,0.9060537,0.89311564,0.7983557,영화 관람,0.9060537,,
누하동 259,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
노화랑,0.6415043,0.69185776,0.8155552,0.8433124,0.8439799,0.87130934,0.846624,0.79261756,영화 관람,0.87130934,,
북촌문화센터,0.6462976,0.73014975,0.846464,0.86045575,0.8698812,0.8971641,0.88062245,0.830733,영화 관람,0.8971641,,
더 소호,0.5447985,0.56127155,0.7207583,0.7180547,0.7337027,0.7331979,0.73047453,0.7008763,연극 공연,0.7337027,,
킵인터치,0.62921095,0.66248274,0.85328984,0.8721576,0.88700247,0.89783764,0.8854232,0.8204411,영화 관람,0.89783764,,
LG상남도서관,0.54143894,0.5588219,0.7166855,0.72552174,0.73162174,0.7550161,0.7326292,0.66145384,영화 관람,0.7550161,,
목인박물관 목석원,0.5809147,0.61667615,0.83121747,0.85072374,0.8757661,0.8816022,0.8711006,0.77501786,영화 관람,0.8816022,,
숭인근린공원,0.11595707,0.112251684,0.06526032,0.056489278,0.02819393,0.020221889,0.049592234,0.11600297,운동 경기,0.11600297,,
상명아트센터,0.6069262,0.66649544,0.8493742,0.87114096,0.89426625,0.90952003,0.8918731,0.8019014,영화 관람,0.90952003,,
운현궁,0.6110647,0.66486144,0.8536332,0.87045515,0.8888345,0.9015418,0.88786495,0.8001354,영화 관람,0.9015418,,
갤러리 가이아,0.632191,0.6493603,0.8347614,0.8505887,0.8640543,0.871724,0.8614585,0.77637506,영화 관람,0.871724,,
두산아트센터 연강홀,0.62620556,0.65841985,0.8608718,0.88357526,0.9007611,0.9096087,0.8995758,0.80399585,영화 관람,0.9096087,,
뮤지엄김치간,0.6329963,0.6873192,0.8463099,0.8602749,0.87492454,0.8865028,0.8777807,0.811437,영화 관람,0.8865028,,
국제갤러리,0.54113865,0.5850444,0.69978064,0.71245354,0.7026353,0.7117135,0.7040926,0.6629065,전통 예술 공연,0.71245354,,
아웃사이트(out_sight),0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
인사아트센터,0.6555131,0.6753977,0.84118974,0.85487187,0.86063266,0.85916525,0.85987914,0.7976047,연극 공연,0.86063266,,
갤러리 도올,0.4697996,0.46287727,0.5565007,0.5547476,0.5455665,0.53402495,0.5475938,0.5460075,음악 및 무용 발표회,0.5565007,,
아트선재센터,0.6259637,0.6558275,0.85899913,0.87519693,0.8947712,0.8997037,0.89038455,0.8009301,영화 관람,0.8997037,,
한양도성박물관,0.6156937,0.65330094,0.8529978,0.8709413,0.8871929,0.89432275,0.8841985,0.7938272,영화 관람,0.89432275,,
가나아트센터,0.6129065,0.65468043,0.8425696,0.8644085,0.86972874,0.8796264,0.86867476,0.77620566,영화 관람,0.8796264,,
유담헌,0.6005675,0.64338565,0.8512621,0.87060106,0.8938099,0.9093967,0.89023924,0.79843956,영화 관람,0.9093967,,
동덕아트갤러리,0.6134692,0.6830057,0.84690714,0.85739255,0.87773895,0.8985138,0.8737627,0.8016309,영화 관람,0.8985138,,
토포하우스,0.6454887,0.670957,0.8412043,0.85523,0.85470355,0.85032684,0.8536599,0.7900935,전통 예술 공연,0.85523,,
홍익대 대학로 아트센터,0.58832777,0.6117643,0.73766255,0.7639437,0.7577014,0.7770724,0.76409054,0.72504544,영화 관람,0.7770724,,
쉼박물관,0.60330176,0.66965985,0.8320793,0.84793377,0.87038976,0.8815652,0.8652129,0.78102195,영화 관람,0.8815652,,
아름꿈도서관,0.6141633,0.6564727,0.85768765,0.88109136,0.8973429,0.9022652,0.8973289,0.80464447,영화 관람,0.9022652,,
우리소리도서관,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
국립경찰박물관,0.55974716,0.5863806,0.8003733,0.8084701,0.8291089,0.8318453,0.82306814,0.74297523,영화 관람,0.8318453,,
국립민속박물관,0.60422695,0.64838254,0.84954774,0.8729722,0.8919907,0.9027138,0.8923317,0.7976059,영화 관람,0.9027138,,
윤동주문학관,0.6259669,0.6653055,0.8220569,0.84146976,0.84560406,0.8476474,0.8545803,0.7920747,대중 공연,0.8545803,,
호경재,0.6020675,0.65958333,0.85228646,0.87803304,0.89644194,0.90534973,0.8938971,0.7985109,영화 관람,0.90534973,,
서울교육박물관,0.6111901,0.65754217,0.8518337,0.8756575,0.89434654,0.90910757,0.89346635,0.8082812,영화 관람,0.90910757,,
세운협업지원센터,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
서울무형유산교육전시장,0.6557826,0.6760986,0.82641006,0.8564317,0.8526053,0.8527552,0.86318696,0.7826235,대중 공연,0.86318696,,
부암아트,0.59837765,0.63319755,0.8154158,0.8417276,0.86032736,0.8927926,0.85797906,0.77016443,영화 관람,0.8927926,,
갤러리현대,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
조계사,0.60592103,0.63458836,0.84790325,0.86629856,0.88249123,0.8907248,0.88158053,0.79027927,영화 관람,0.8907248,,
신문박물관PRESSEUM,0.65976,0.7017858,0.84727424,0.8540984,0.86194104,0.85618925,0.85857743,0.8020328,연극 공연,0.86194104,,
갤러리세줄,0.60006326,0.65084475,0.84465235,0.8659269,0.888097,0.9044874,0.88582265,0.7970357,영화 관람,0.9044874,,
동산방화랑,0.58864796,0.6482803,0.7913941,0.801679,0.8087844,0.82184637,0.80451626,0.749413,영화 관람,0.82184637,,
가톨릭대학교 전례박물관,0.5387369,0.5834091,0.71543664,0.7280834,0.7436665,0.7404424,0.7357477,0.7253365,연극 공연,0.7436665,,
두산갤러리,0.6201815,0.65153086,0.85625756,0.87770677,0.89342004,0.9036251,0.89197254,0.7976766,영화 관람,0.9036251,,
주한일본대사관 공보문화원,0.5264081,0.5836858,0.7579845,0.7700026,0.78802794,0.82234365,0.7964152,0.7239827,영화 관람,0.82234365,,
관훈갤러리,0.6273087,0.6549791,0.8584749,0.8805039,0.89572144,0.89412284,0.89213973,0.7944931,연극 공연,0.89572144,,
금호미술관,0.63909435,0.71167564,0.81446445,0.81442463,0.81955147,0.8404275,0.82248706,0.77625,영화 관람,0.8404275,,
선돌극장,0.68159616,0.7913933,0.8435844,0.8552351,0.85069644,0.8364186,0.8552822,0.8054973,대중 공연,0.8552822,,
정독도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
토탈미술관,0.60493475,0.6602348,0.8501648,0.86954665,0.89013654,0.9063123,0.8896151,0.7998299,영화 관람,0.9063123,,
갤러리미즈,0.63487303,0.75891286,0.7649395,0.78916025,0.76060635,0.79886067,0.77911156,0.73415756,영화 관람,0.79886067,,
블루레인 라운지,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
아트사이드 갤러리,0.59976,0.64333457,0.8276368,0.84702426,0.86355793,0.876483,0.8698399,0.80374086,영화 관람,0.876483,,
일민미술관,0.61117136,0.65411663,0.85446626,0.8759042,0.8955276,0.9025093,0.8922883,0.7991555,영화 관람,0.9025093,,
동숭아트센터,0.66373557,0.735131,0.87326694,0.8956295,0.89236665,0.8951551,0.90004265,0.85612404,대중 공연,0.90004265,,
연우소극장,0.60619235,0.6451662,0.85089684,0.8683429,0.8937516,0.9068549,0.88919073,0.7981384,영화 관람,0.9068549,,
조형갤러리,0.53907335,0.5789986,0.7441347,0.74592495,0.77042836,0.7784392,0.7670708,0.6865612,영화 관람,0.7784392,,
성곡미술관,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
인사아트프라자갤러리,0.65157497,0.6768482,0.8562939,0.86870426,0.87384546,0.89645207,0.8761373,0.7988118,영화 관람,0.89645207,,
PKM 갤러리,0.5779905,0.61240536,0.6993466,0.71906936,0.70694304,0.72226095,0.7114631,0.6575018,영화 관람,0.72226095,,
대학로연습실,0.6135928,0.64101875,0.83796275,0.84206444,0.8688437,0.87552357,0.8622624,0.8031462,영화 관람,0.87552357,,
서울대학교 치의학대학원 치의학박물관,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
대림미술관,0.56534034,0.5885024,0.7668399,0.7838838,0.80229,0.8108926,0.8063539,0.7344632,영화 관람,0.8108926,,
아트센터 나비,0.6485117,0.66256684,0.803278,0.8233666,0.8248759,0.8173164,0.82524794,0.76350963,대중 공연,0.82524794,,
선화랑,0.601022,0.6289881,0.8187504,0.84452486,0.837926,0.85263133,0.8437996,0.78088534,영화 관람,0.85263133,,
세계장신구박물관,0.7087487,0.72882116,0.8893235,0.9012619,0.8980933,0.8953604,0.89854205,0.831671,전통 예술 공연,0.9012619,,
환기미술관,0.60566986,0.6505753,0.8529991,0.8752314,0.8950019,0.9054916,0.89277893,0.80045676,영화 관람,0.9054916,,
북촌박물관,0.5531986,0.621667,0.7574965,0.7710376,0.7590678,0.7878476,0.77130663,0.7169807,영화 관람,0.7878476,,
영인문학관,0.60013855,0.6600355,0.8197448,0.83568263,0.83453125,0.85897714,0.842685,0.7724902,영화 관람,0.85897714,,
보나장신구박물관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
상명대학교 박물관,0.63740337,0.6853936,0.8470764,0.86071825,0.8702321,0.8791724,0.87225294,0.7991767,영화 관람,0.8791724,,
서울돈화문국악당,0.61642885,0.64664054,0.8501032,0.8728096,0.89083576,0.89517885,0.8885308,0.79309386,영화 관람,0.89517885,,
두산아트센터 스페이스111,0.62620556,0.65841985,0.8608718,0.88357526,0.9007611,0.9096087,0.8995758,0.80399585,영화 관람,0.9096087,,
서울우리소리박물관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
서울생활문화센터 낙원,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
서울생활문화센터 체부,0.6125836,0.6593394,0.8545264,0.873285,0.8926115,0.9073993,0.89168483,0.80472267,영화 관람,0.9073993,,
종로구립 고희동미술관,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
북촌전통공예체험관,0.60985434,0.6615633,0.85534185,0.8803544,0.89485663,0.9014599,0.8945134,0.80598325,영화 관람,0.9014599,,
유니플렉스,0.5456879,0.57850486,0.7447469,0.7467748,0.77320397,0.7511015,0.76192164,0.6955627,연극 공연,0.77320397,,
서울역사박물관 경교장(사적 제465호),0.6204804,0.6582292,0.8591275,0.8806541,0.8967671,0.9056466,0.8977512,0.8085388,영화 관람,0.9056466,,
북촌한옥역사관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
서울관광플라자,0.60326076,0.63436174,0.8481578,0.8709867,0.8905847,0.9003395,0.8904943,0.7965981,영화 관람,0.9003395,,
종로문화재단,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
광화문광장,0.6043147,0.64332724,0.84955394,0.8738033,0.89054704,0.8981663,0.88946223,0.7993974,영화 관람,0.8981663,,
인사1010 갤러리,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
한식문화공간 이음,0.46179983,0.48047575,0.61359835,0.623912,0.640875,0.6255149,0.6390313,0.61473906,연극 공연,0.640875,,
갤러리240,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
종로구립 박노수미술관,0.6244985,0.6634263,0.82012004,0.8398456,0.8434253,0.8460653,0.8525492,0.7915491,대중 공연,0.8525492,,
동방뮤지컬컴퍼니,0.6150409,0.64960724,0.8523209,0.8782315,0.9053149,0.9109802,0.90131515,0.79874665,영화 관람,0.9109802,,
종로 아이들극장,0.6235857,0.6497089,0.8568938,0.8806246,0.90081555,0.899148,0.8961263,0.79514974,연극 공연,0.90081555,,
청운문학도서관,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
서울시립 미술아카이브,0.6139716,0.64900684,0.85578203,0.87843883,0.89655185,0.9078881,0.8949047,0.8022397,영화 관람,0.9078881,,
백남준기념관,0.6202056,0.6665983,0.8577132,0.8745967,0.8939481,0.904955,0.8907839,0.80548936,영화 관람,0.904955,,
삼청공원 숲속도서관,0.6026513,0.6671207,0.8477583,0.871281,0.8877623,0.90295035,0.8884295,0.7982576,영화 관람,0.90295035,,
계동배렴가옥,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
아라리오뮤지엄 인 스페이스,0.6142614,0.6522022,0.8574234,0.8774158,0.8970679,0.9114063,0.89498585,0.8093716,영화 관람,0.9114063,,
불교중앙박물관,0.6337184,0.67619014,0.8666427,0.8822863,0.89548254,0.90357524,0.8933466,0.80419505,영화 관람,0.90357524,,
경희궁,0.58395714,0.6582105,0.7426373,0.75972354,0.7678604,0.7978624,0.7741004,0.7436876,영화 관람,0.7978624,,
서울시민대학 중부권 캠퍼스,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
백인제가옥,0.61763185,0.6574089,0.8568054,0.8787799,0.89568746,0.90505064,0.89627,0.8067569,영화 관람,0.90505064,,
북촌한옥청,0.606753,0.6534399,0.8546881,0.8754947,0.8945861,0.90510845,0.892872,0.8038716,영화 관람,0.90510845,,
가회민화박물관,0.5265362,0.56123906,0.7318847,0.74009746,0.7654721,0.78920573,0.76839757,0.68952775,영화 관람,0.78920573,,
북촌생활사박물관,0.6583878,0.695339,0.8443086,0.8782444,0.8866304,0.8976579,0.8887032,0.82023346,영화 관람,0.8976579,,
세종충무공이야기,0.61757433,0.6437072,0.8595234,0.8804408,0.89735126,0.9031243,0.89620143,0.8055817,영화 관람,0.9031243,,
민송아트홀,0.59692633,0.6579033,0.79898936,0.8241631,0.84088427,0.8343204,0.84272134,0.7555844,대중 공연,0.84272134,,
춘원당한의약박물관,0.62560433,0.66070336,0.8578908,0.88482875,0.89903665,0.90605056,0.89567626,0.8049218,영화 관람,0.90605056,,
삼성출판박물관,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
안국동 윤보선가,0.61172146,0.6683265,0.85512924,0.8793986,0.8927739,0.89969426,0.8925775,0.8041184,영화 관람,0.89969426,,
창경궁,0.6048293,0.6870482,0.8512251,0.8734643,0.8895853,0.9016555,0.8883802,0.79999757,영화 관람,0.9016555,,
명인박물관,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
북촌도시재생지원센터 가회동 공공한옥,0.6299496,0.67867494,0.84184337,0.8365656,0.85991895,0.8908947,0.86063683,0.79905367,영화 관람,0.8908947,,
한무숙문학관,0.59261984,0.6426326,0.8416182,0.8601049,0.88073117,0.89256936,0.8789007,0.78776634,영화 관람,0.89256936,,
북촌동양문화박물관,0.63387287,0.6966943,0.84716374,0.85105073,0.8725672,0.89538157,0.8695439,0.79613304,영화 관람,0.89538157,,
서울 명륜동 장면 가옥 ,0.6107104,0.66632605,0.85672295,0.88214695,0.89640725,0.9013578,0.8956398,0.805329,영화 관람,0.9013578,,
경복궁 수정전,0.5977966,0.65379494,0.84594655,0.87168896,0.89058506,0.9039711,0.8889638,0.8011881,영화 관람,0.9039711,,
세화미술관,0.6214212,0.6507291,0.8575704,0.882037,0.9007062,0.90929216,0.89860594,0.8033446,영화 관람,0.90929216,,
종묘,0.6000701,0.6500706,0.8487618,0.87253404,0.89471644,0.9097398,0.89350635,0.80335915,영화 관람,0.9097398,,
대우재단빌딩 ORBIS,0.6060241,0.6391847,0.85305434,0.8721344,0.8933948,0.9076777,0.89049226,0.7976942,영화 관람,0.9076777,,
의정부지 역사유적광장,0.63609767,0.65742254,0.81242645,0.82397985,0.8263265,0.8186957,0.8262438,0.7781522,연극 공연,0.8263265,,
서울아트센터 도암홀,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
상촌재,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
북촌창우극장,0.59737897,0.64408433,0.8451245,0.86876917,0.89221835,0.90683436,0.8889166,0.79660904,영화 관람,0.90683436,,
서울역사박물관,0.5868263,0.6605406,0.78659266,0.8260864,0.835832,0.8781183,0.83852327,0.76932406,영화 관람,0.8781183,,
갤러리 마리 GALLERY MARIE,0.59788454,0.6542781,0.81346095,0.81734574,0.8329131,0.84770465,0.8310402,0.75531864,영화 관람,0.84770465,,
예술공간혜화,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
공공룸,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
한국색동박물관,0.60795367,0.6516907,0.85252637,0.87503034,0.89536136,0.90988696,0.89333594,0.79980534,영화 관람,0.90988696,,
엠스테이지,0.60093385,0.63701093,0.8486867,0.88036734,0.89687073,0.9018441,0.89726055,0.79905295,영화 관람,0.9018441,,
광화문라운지,0.5724546,0.6115329,0.7882686,0.80194527,0.83005106,0.8356141,0.8290865,0.7628464,영화 관람,0.8356141,,
대학로자유극장,0.6087433,0.6517743,0.8517143,0.8740009,0.8984004,0.9099815,0.8950497,0.798656,영화 관람,0.9099815,,
마로니에 야외공연장,0.6205288,0.65574837,0.8157594,0.83445024,0.8363304,0.8329494,0.8463219,0.7762972,대중 공연,0.8463219,,
서울시립교향악단,0.6137986,0.64767957,0.8608786,0.88470095,0.901569,0.907766,0.9004382,0.8095889,영화 관람,0.907766,,
CN갤러리 (충남문화예술 서울전시장),0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
마루아트센터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
JCC 아트센터,-0.0049805865,0.0043197386,-0.050304323,-0.08360346,-0.09792273,-0.09502198,-0.10052353,-0.04616244,박물관,0.0043197386,,
어린이청소년 국학도서관,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
홍난파가옥,0.5224391,0.5595031,0.7398986,0.7372321,0.7652451,0.7899224,0.76719624,0.6877988,영화 관람,0.7899224,,
짚풀생활사박물관,0.5770881,0.612098,0.82759076,0.84343314,0.8684279,0.87249315,0.86240923,0.7708741,영화 관람,0.87249315,,
갤러리 모나리자 산촌,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
한예극장,0.6076909,0.6590787,0.8445703,0.8664423,0.88927966,0.906638,0.88743937,0.79424113,영화 관람,0.906638,,
돈의문박물관마을,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
서촌라운지,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
링크아트센터,0.5097729,0.515387,0.5508327,0.55334294,0.5456823,0.53766775,0.5620599,0.5509087,대중 공연,0.5620599,,
링크아트센터드림,0.630792,0.6627672,0.85606205,0.8700317,0.8933816,0.9177027,0.89548564,0.82252634,영화 관람,0.9177027,,
화정박물관,0.5975862,0.63392514,0.81525636,0.84129274,0.8587994,0.86963975,0.8622813,0.78484166,영화 관람,0.86963975,,
 황학정 국궁전시관,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
삼청공원,0.5441121,0.5777577,0.71960795,0.7378845,0.7337023,0.7402673,0.7398268,0.6931335,영화 관람,0.7402673,,
아르코예술극장,0.618202,0.64750564,0.85755223,0.8795725,0.90365297,0.9128641,0.8999176,0.80617994,영화 관람,0.9128641,,
보신각,0.63692725,0.66462934,0.8426798,0.86236036,0.87100315,0.86497664,0.87267387,0.7998457,대중 공연,0.87267387,,
갤러리 마롱,0.616614,0.68104565,0.84635955,0.85973,0.87643456,0.8864299,0.87366724,0.80213076,영화 관람,0.8864299,,
성균소극장,0.6145625,0.6513209,0.8581035,0.88385874,0.9002306,0.9040529,0.89759415,0.8039444,영화 관람,0.9040529,,
낙산공원,0.6130402,0.6673844,0.854397,0.8743791,0.89357007,0.9057127,0.8925478,0.80122155,영화 관람,0.9057127,,
열린송현녹지광장,0.57230127,0.6045451,0.8174359,0.83418036,0.8575699,0.8613678,0.8514901,0.7607672,영화 관람,0.8613678,,
창신소통공작소,0.6343466,0.651794,0.8272707,0.8456745,0.84970456,0.84817046,0.85555935,0.7886592,대중 공연,0.85555935,,
수림큐브,0.62201893,0.6456679,0.85698843,0.87987185,0.8986654,0.9000784,0.8952358,0.7993913,영화 관람,0.9000784,,
자하미술관,0.6254591,0.706706,0.8132332,0.8135972,0.8193447,0.83552974,0.81772494,0.7624146,영화 관람,0.83552974,,
이화장,0.61172146,0.6683265,0.85512924,0.8793986,0.8927739,0.89969426,0.8925775,0.8041184,영화 관람,0.89969426,,
종로여성인력개발센터,0.5929221,0.6335299,0.84578305,0.86952204,0.88863003,0.8964813,0.8858689,0.80037725,영화 관람,0.8964813,,
서울장애예술창작센터,0.61673456,0.6525206,0.85602653,0.87989736,0.8955947,0.9046768,0.89519274,0.8026009,영화 관람,0.9046768,,
송원아트센터,0.6208981,0.65035856,0.85318875,0.8798078,0.8915864,0.89563924,0.8899211,0.79671,영화 관람,0.89563924,,
대학로극장 쿼드,0.60459405,0.6537099,0.85020417,0.8686045,0.89015037,0.9029049,0.8872903,0.7970564,영화 관람,0.9029049,,
아트코리아랩 6층 아고라,0.60580575,0.6418254,0.85027754,0.8681005,0.8876584,0.8978198,0.88361734,0.7964721,영화 관람,0.8978198,,
청계광장,0.5991342,0.65089387,0.8483467,0.8722421,0.8894124,0.9063397,0.88904583,0.80310583,영화 관람,0.9063397,,
무계원,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
아트스페이스 보안1942(통의동 보안여관),0.62089276,0.67823243,0.8549576,0.8772416,0.8916544,0.9000826,0.889326,0.7982482,영화 관람,0.9000826,,
서울문화재단 대학로센터(예술청),0.61057913,0.6510225,0.85566247,0.8762001,0.89384025,0.9055113,0.89237595,0.8026923,영화 관람,0.9055113,,
환기미술관,0.60566986,0.6505753,0.8529991,0.8752314,0.8950019,0.9054916,0.89277893,0.80045676,영화 관람,0.9054916,,
좋은공연안내센터,0.6411487,0.6582816,0.8695696,0.8934195,0.91181004,0.90566564,0.908605,0.80791306,연극 공연,0.91181004,,
예그린씨어터,0.56718737,0.60066926,0.75619555,0.7615209,0.77501655,0.8154916,0.78247786,0.733858,영화 관람,0.8154916,,
더레퍼런스,0.63661593,0.68072236,0.82318926,0.81157124,0.81190336,0.8313533,0.8156804,0.76459515,영화 관람,0.8313533,,
중랑구평생학습관,0.5084802,0.5344723,0.6609669,0.66574824,0.6688909,0.6961121,0.6735766,0.61452496,영화 관람,0.6961121,,
중랑문화체육관,0.62746847,0.6684923,0.85632795,0.87093115,0.8832324,0.89318395,0.8862095,0.82169986,영화 관람,0.89318395,,
중랑구립정보도서관,0.620248,0.81691605,0.785223,0.77473444,0.76690495,0.79346156,0.77677476,0.7631304,박물관,0.81691605,,
중랑구민체육센터,0.62746847,0.6684923,0.85632795,0.87093115,0.8832324,0.89318395,0.8862095,0.82169986,영화 관람,0.89318395,,
옹기테마공원 체험장,0.49790496,0.51493704,0.6437471,0.6430859,0.64469594,0.6753046,0.6472213,0.595389,영화 관람,0.6753046,,
중랑아트센터,0.46866488,0.41680813,0.5439061,0.5307764,0.5543704,0.54137087,0.55008686,0.50367486,연극 공연,0.5543704,,
중랑장미공원,0.3458169,0.30552894,0.41535962,0.38718018,0.40198803,0.40935612,0.39208862,0.38724658,음악 및 무용 발표회,0.41535962,,
중랑문화원,0.5567455,0.6052139,0.7751889,0.7860633,0.8066282,0.8201024,0.8070004,0.7297991,영화 관람,0.8201024,,
중랑구립면목정보도서관,0.6098139,0.6681529,0.8475829,0.8580238,0.8845192,0.900939,0.88435614,0.8135611,영화 관람,0.900939,,
용마폭포공원,0.526204,0.5398708,0.68442,0.68683803,0.6920513,0.7224984,0.6963175,0.6386295,영화 관람,0.7224984,,
중랑구청,0.50969833,0.53059494,0.6682445,0.66862667,0.6704899,0.70025796,0.67406213,0.61487484,영화 관람,0.70025796,,
중랑상봉도서관,0.6098139,0.6681529,0.8475829,0.8580238,0.8845192,0.900939,0.88435614,0.8135611,영화 관람,0.900939,,
중랑캠핑숲,0.5361259,0.5659343,0.7425517,0.74987775,0.77678734,0.7998076,0.7794697,0.6990275,영화 관람,0.7998076,,
,,,,,,,,,,,Summary,
,,,,,,,,,,,전시회,1.0
,,,,,,,,,,,박물관,10.0
,,,,,,,,,,,음악 및 무용 발표회,6.0
,,,,,,,,,,,전통 예술 공연,4.0
,,,,,,,,,,,연극 공연,26.0
,,,,,,,,,,,영화 관람,637.0
,,,,,,,,,,,대중 공연,42.0
,,,,,,,,,,,운동 경기,2.0
